ID|Names|Levels|GoodsIn|GUIDExt|GUIDExtParent|
000000158|Пиломатериалы|0|0|b80b17e7-3ffb-11e8-a200-88d7f6d608b5|
000000159|Блок-хаус|1|1|b80b17e8-3ffb-11e8-a200-88d7f6d608b5|b80b17e7-3ffb-11e8-a200-88d7f6d608b5
000000161|Брусок|1|0|b80b17ea-3ffb-11e8-a200-88d7f6d608b5|b80b17e7-3ffb-11e8-a200-88d7f6d608b5
000000162|Брусок обрезной|2|1|b80b17eb-3ffb-11e8-a200-88d7f6d608b5|b80b17ef-3ffb-11e8-a200-88d7f6d608b5
000000164|Брусок, доска строганные|2|1|b80b17ed-3ffb-11e8-a200-88d7f6d608b5|b80b17ea-3ffb-11e8-a200-88d7f6d608b5
000000166|Пиломатериалы естественной влажности|1|0|b80b17ef-3ffb-11e8-a200-88d7f6d608b5|b80b17e7-3ffb-11e8-a200-88d7f6d608b5
000000167|Брус обрезной|2|1|b80b17f0-3ffb-11e8-a200-88d7f6d608b5|b80b17ef-3ffb-11e8-a200-88d7f6d608b5
000000169|Доска обрезная|2|1|b80b17f2-3ffb-11e8-a200-88d7f6d608b5|b80b17ef-3ffb-11e8-a200-88d7f6d608b5
000000171|Вагонка|1|0|b80b17f4-3ffb-11e8-a200-88d7f6d608b5|b80b17e7-3ffb-11e8-a200-88d7f6d608b5
000000172|Вагонка Колхозница, Штиль|2|1|b80b17f5-3ffb-11e8-a200-88d7f6d608b5|b80b17f4-3ffb-11e8-a200-88d7f6d608b5
000000174|Евровагонка|2|1|b80b17f7-3ffb-11e8-a200-88d7f6d608b5|b80b17f4-3ffb-11e8-a200-88d7f6d608b5
000000176|Имитация бруса|1|1|b80b17f9-3ffb-11e8-a200-88d7f6d608b5|b80b17e7-3ffb-11e8-a200-88d7f6d608b5
000000178|Половая доска|1|1|b80b17fb-3ffb-11e8-a200-88d7f6d608b5|b80b17e7-3ffb-11e8-a200-88d7f6d608b5
000000180|Терасная доска|1|0|b80b17fd-3ffb-11e8-a200-88d7f6d608b5|b80b17e7-3ffb-11e8-a200-88d7f6d608b5
000000181|Терасная доска листвинница|2|1|b80b17fe-3ffb-11e8-a200-88d7f6d608b5|b80b17fd-3ffb-11e8-a200-88d7f6d608b5
000000183|Терасная доска полимерно-композитная|2|1|b80b1800-3ffb-11e8-a200-88d7f6d608b5|b80b17fd-3ffb-11e8-a200-88d7f6d608b5
000000185|Планкен|1|1|b80b1802-3ffb-11e8-a200-88d7f6d608b5|b80b17e7-3ffb-11e8-a200-88d7f6d608b5
000000187|Погонаж|2|1|b80b1804-3ffb-11e8-a200-88d7f6d608b5|bf9cc5ed-3ffb-11e8-a200-88d7f6d608b5
000000189|Полог|1|1|b80b1806-3ffb-11e8-a200-88d7f6d608b5|b80b17e7-3ffb-11e8-a200-88d7f6d608b5
000000191|Столярные изделия|1|0|b80b1808-3ffb-11e8-a200-88d7f6d608b5|b80b17e7-3ffb-11e8-a200-88d7f6d608b5
000000192|Нагеля, колышки для растений|2|1|b80b1809-3ffb-11e8-a200-88d7f6d608b5|b80b1808-3ffb-11e8-a200-88d7f6d608b5
000000194|Штакетник деревянный|2|1|b80b180b-3ffb-11e8-a200-88d7f6d608b5|b80b1808-3ffb-11e8-a200-88d7f6d608b5
000000196|Дверцы жалюзийные|2|1|b80b180d-3ffb-11e8-a200-88d7f6d608b5|b80b1808-3ffb-11e8-a200-88d7f6d608b5
000000198|Доска подоконная|2|1|b80b180f-3ffb-11e8-a200-88d7f6d608b5|b80b1808-3ffb-11e8-a200-88d7f6d608b5
000000200|Лесницы межэтажные|2|1|b80b1811-3ffb-11e8-a200-88d7f6d608b5|b80b1808-3ffb-11e8-a200-88d7f6d608b5
000000202|Лесницы чердачные|2|1|b80b1813-3ffb-11e8-a200-88d7f6d608b5|b80b1808-3ffb-11e8-a200-88d7f6d608b5
000000204|Столешницы|2|1|b80b1815-3ffb-11e8-a200-88d7f6d608b5|b80b1808-3ffb-11e8-a200-88d7f6d608b5
000000206|Фасады мебельные|2|1|b80b1817-3ffb-11e8-a200-88d7f6d608b5|b80b1808-3ffb-11e8-a200-88d7f6d608b5
000000208|Щит мебельный|2|1|b80b1819-3ffb-11e8-a200-88d7f6d608b5|b80b1808-3ffb-11e8-a200-88d7f6d608b5
000000210|Элементы Лестниц|2|1|b80b181b-3ffb-11e8-a200-88d7f6d608b5|b80b1808-3ffb-11e8-a200-88d7f6d608b5
000000212|Древесно-плитные материалы|1|0|b80b181d-3ffb-11e8-a200-88d7f6d608b5|b80b17e7-3ffb-11e8-a200-88d7f6d608b5
000000213|OSB (ОСП ОРИНТИРОВАННО - СТРУЖЕЧНАЯ ПЛИТА)|2|1|b80b181e-3ffb-11e8-a200-88d7f6d608b5|b80b181d-3ffb-11e8-a200-88d7f6d608b5
000000215|ДСП|2|1|b80b1820-3ffb-11e8-a200-88d7f6d608b5|b80b181d-3ffb-11e8-a200-88d7f6d608b5
000000217|ЦСП|2|1|b80b1822-3ffb-11e8-a200-88d7f6d608b5|b80b181d-3ffb-11e8-a200-88d7f6d608b5
000000219|Оргалит|2|1|b80b1824-3ffb-11e8-a200-88d7f6d608b5|b80b181d-3ffb-11e8-a200-88d7f6d608b5
000000221|Фанера|2|1|b80b1826-3ffb-11e8-a200-88d7f6d608b5|b80b181d-3ffb-11e8-a200-88d7f6d608b5
000000223|Лакокрасочные материалы|0|0|b80b1828-3ffb-11e8-a200-88d7f6d608b5|
000000224|Антисептики|1|1|b80b1829-3ffb-11e8-a200-88d7f6d608b5|b80b1828-3ffb-11e8-a200-88d7f6d608b5
000000226|Герметики|1|1|b80b182b-3ffb-11e8-a200-88d7f6d608b5|b80b1828-3ffb-11e8-a200-88d7f6d608b5
000000228|Грунтовка|1|1|b80b182d-3ffb-11e8-a200-88d7f6d608b5|b80b1828-3ffb-11e8-a200-88d7f6d608b5
000000230|Добавки в бетон|1|1|b80b182f-3ffb-11e8-a200-88d7f6d608b5|b80b1828-3ffb-11e8-a200-88d7f6d608b5
000000232|Защитно-текстурные покрытия|1|1|b80b1831-3ffb-11e8-a200-88d7f6d608b5|b80b1828-3ffb-11e8-a200-88d7f6d608b5
000000234|Клея|1|1|b80b1833-3ffb-11e8-a200-88d7f6d608b5|b80b1828-3ffb-11e8-a200-88d7f6d608b5
000000236|Колера|1|1|b80b1835-3ffb-11e8-a200-88d7f6d608b5|b80b1828-3ffb-11e8-a200-88d7f6d608b5
000000238|Колорант|1|1|b80b1837-3ffb-11e8-a200-88d7f6d608b5|b80b1828-3ffb-11e8-a200-88d7f6d608b5
000000240|Краски-эмали|1|1|b80b1839-3ffb-11e8-a200-88d7f6d608b5|b80b1828-3ffb-11e8-a200-88d7f6d608b5
000000242|Лаки|1|1|b80b183b-3ffb-11e8-a200-88d7f6d608b5|b80b1828-3ffb-11e8-a200-88d7f6d608b5
000000244|Мастики|1|1|b80b183d-3ffb-11e8-a200-88d7f6d608b5|b80b1828-3ffb-11e8-a200-88d7f6d608b5
000000246|Монтажная пена|1|1|b80b183f-3ffb-11e8-a200-88d7f6d608b5|b80b1828-3ffb-11e8-a200-88d7f6d608b5
000000248|Морилка|1|1|b80b1841-3ffb-11e8-a200-88d7f6d608b5|b80b1828-3ffb-11e8-a200-88d7f6d608b5
000000250|Олифа|1|1|b80b1843-3ffb-11e8-a200-88d7f6d608b5|b80b1828-3ffb-11e8-a200-88d7f6d608b5
000000252|Растворители, жидкости специальные|1|1|b80b1845-3ffb-11e8-a200-88d7f6d608b5|b80b1828-3ffb-11e8-a200-88d7f6d608b5
000000254|Шпатлевки|1|1|b80b1847-3ffb-11e8-a200-88d7f6d608b5|b80b1828-3ffb-11e8-a200-88d7f6d608b5
000000256|Инструменты, Средства защиты|0|0|b80b1849-3ffb-11e8-a200-88d7f6d608b5|
000000257|Газовое и сварочное оборудование|1|0|bf9cc569-3ffb-11e8-a200-88d7f6d608b5|b80b1849-3ffb-11e8-a200-88d7f6d608b5
000000258|Вентиль/шланги|2|1|bf9cc56a-3ffb-11e8-a200-88d7f6d608b5|1e51c8b1-30df-11e9-a21b-88d7f6d608b5
000000260|Газовые водонагреватели|1|1|bf9cc56c-3ffb-11e8-a200-88d7f6d608b5|bf9cc5be-3ffb-11e8-a200-88d7f6d608b5
000000262|Газовые горелки, резаки|2|1|bf9cc56e-3ffb-11e8-a200-88d7f6d608b5|bf9cc569-3ffb-11e8-a200-88d7f6d608b5
000000264|Газовые счетчики|2|1|bf9cc570-3ffb-11e8-a200-88d7f6d608b5|1e51c8b1-30df-11e9-a21b-88d7f6d608b5
000000266|Газовые баллоны|2|1|bf9cc572-3ffb-11e8-a200-88d7f6d608b5|bf9cc569-3ffb-11e8-a200-88d7f6d608b5
000000268|Аксессуары для сварочного оборудования|2|1|bf9cc574-3ffb-11e8-a200-88d7f6d608b5|bf9cc569-3ffb-11e8-a200-88d7f6d608b5
000000270|Подводка для газа|2|1|bf9cc576-3ffb-11e8-a200-88d7f6d608b5|1e51c8b1-30df-11e9-a21b-88d7f6d608b5
000000272|Редукторы|2|1|bf9cc578-3ffb-11e8-a200-88d7f6d608b5|bf9cc569-3ffb-11e8-a200-88d7f6d608b5
000000274|Шкафы для газовых баллонов|2|1|bf9cc57a-3ffb-11e8-a200-88d7f6d608b5|bf9cc569-3ffb-11e8-a200-88d7f6d608b5
000000276|Кровля, сайдинг, водосточная система|0|0|bf9cc57c-3ffb-11e8-a200-88d7f6d608b5|
000000277|Запчасти для инструмента|1|0|bf9cc57d-3ffb-11e8-a200-88d7f6d608b5|b80b1849-3ffb-11e8-a200-88d7f6d608b5
000000279|Лестницы, стремянки, строй леса|2|1|bf9cc57f-3ffb-11e8-a200-88d7f6d608b5|1e51c89e-30df-11e9-a21b-88d7f6d608b5
000000281|Пневмоинструмент|1|0|bf9cc581-3ffb-11e8-a200-88d7f6d608b5|b80b1849-3ffb-11e8-a200-88d7f6d608b5
000000283|Расходные материалы для инструмента|1|0|bf9cc583-3ffb-11e8-a200-88d7f6d608b5|b80b1849-3ffb-11e8-a200-88d7f6d608b5
000000285|Садовый инструмент|1|0|bf9cc585-3ffb-11e8-a200-88d7f6d608b5|b80b1849-3ffb-11e8-a200-88d7f6d608b5
000000287|Снегоуборочный инструмент|1|0|bf9cc587-3ffb-11e8-a200-88d7f6d608b5|b80b1849-3ffb-11e8-a200-88d7f6d608b5
000000289|Такелажный инструмент|1|1|bf9cc589-3ffb-11e8-a200-88d7f6d608b5|b80b1849-3ffb-11e8-a200-88d7f6d608b5
000000291|Электроинструмент|1|0|bf9cc58b-3ffb-11e8-a200-88d7f6d608b5|b80b1849-3ffb-11e8-a200-88d7f6d608b5
000000293|Силовая и строительная техника|1|0|bf9cc58d-3ffb-11e8-a200-88d7f6d608b5|b80b1849-3ffb-11e8-a200-88d7f6d608b5
000000294|Бетоносмесители|2|1|bf9cc58e-3ffb-11e8-a200-88d7f6d608b5|bf9cc58d-3ffb-11e8-a200-88d7f6d608b5
000000296|Генераторы|2|1|bf9cc590-3ffb-11e8-a200-88d7f6d608b5|bf9cc58d-3ffb-11e8-a200-88d7f6d608b5
000000298|Компрессоры|2|1|bf9cc592-3ffb-11e8-a200-88d7f6d608b5|bf9cc581-3ffb-11e8-a200-88d7f6d608b5
000000300|Мойки электрические|2|1|bf9cc594-3ffb-11e8-a200-88d7f6d608b5|bf9cc58b-3ffb-11e8-a200-88d7f6d608b5
000000302|Мотопомпы|1|1|bf9cc596-3ffb-11e8-a200-88d7f6d608b5|bf9cc5be-3ffb-11e8-a200-88d7f6d608b5
000000304|Станки точильные|2|1|bf9cc598-3ffb-11e8-a200-88d7f6d608b5|bf9cc58b-3ffb-11e8-a200-88d7f6d608b5
000000306|Крепеж|0|0|bf9cc59a-3ffb-11e8-a200-88d7f6d608b5|
000000307|Анкерный крепеж|1|1|bf9cc59b-3ffb-11e8-a200-88d7f6d608b5|bf9cc59a-3ffb-11e8-a200-88d7f6d608b5
000000309|Гвозди|1|1|bf9cc59d-3ffb-11e8-a200-88d7f6d608b5|bf9cc59a-3ffb-11e8-a200-88d7f6d608b5
000000311|Дюбельный крепеж|1|1|bf9cc59f-3ffb-11e8-a200-88d7f6d608b5|bf9cc59a-3ffb-11e8-a200-88d7f6d608b5
000000313|Кляймер|1|1|bf9cc5a1-3ffb-11e8-a200-88d7f6d608b5|bf9cc59a-3ffb-11e8-a200-88d7f6d608b5
000000315|Общий крепеж|1|1|bf9cc5a3-3ffb-11e8-a200-88d7f6d608b5|bf9cc59a-3ffb-11e8-a200-88d7f6d608b5
000000317|Перфорированный крепеж|1|1|bf9cc5a5-3ffb-11e8-a200-88d7f6d608b5|bf9cc59a-3ffb-11e8-a200-88d7f6d608b5
