^Е/вагонка липа "А/0" 15х95(87)х2600 мм 10 шт. (П)^|^^||2 548|0|0|0|0|9b70d4ac-8366-11e4-8508-d850e649679d|00000000-0000-0000-0000-000000000000||
^М/черепица Монтерей (0,4) 1,18(1,1)х3,65 м 3005 Вишневый (Заказ)^|^^|||0|0|0|0|9b70d4be-8366-11e4-8508-d850e649679d|00000000-0000-0000-0000-000000000000||
^околооконная^|^^||380|0|0|0|0|a18a5a11-8366-11e4-8508-d850e649679d|00000000-0000-0000-0000-000000000000||
^Отлив метал.250х2000 мм 8017 Коричневый^|^^||420|0|0|0|0|a18a5a3a-8366-11e4-8508-d850e649679d|00000000-0000-0000-0000-000000000000||
^Фасад.панель Т-САЙДИНГ КАМЕНЬ ДИКИЙ Бордо 1090х455 мм (3009) (П)^|^^||479|0|0|0|0|a18a5a59-8366-11e4-8508-d850e649679d|00000000-0000-0000-0000-000000000000||
^Фасад.панель Т-САЙДИНГ КАМЕНЬ ДИКИЙ Жженый 1090х455 мм (8016) (Заказ)^|^^||479|0|0|0|0|a18a5a5a-8366-11e4-8508-d850e649679d|00000000-0000-0000-0000-000000000000||
^пескоуловитель пластиковый со стальной реш (Заказ)^|^^||740|0|0|0|0|a18a5a6d-8366-11e4-8508-d850e649679d|00000000-0000-0000-0000-000000000000||
^Планка примыкания верхн.150х150х2000 мм 8017 Коричневый (Заказ)^|^^||390|0|0|0|0|a18a5a77-8366-11e4-8508-d850e649679d|00000000-0000-0000-0000-000000000000||
^Профиль коньковый 8-10х6000 мм Прозрачный ^|^^|2|1 490|0|0|0|0|a18a5ad9-8366-11e4-8508-d850e649679d|00000000-0000-0000-0000-000000000000||
^Полог липа "B/1" 26х90х1300 мм 5 шт. (Заказ)^|^^||650|0|0|0|0|a18a5ae7-8366-11e4-8508-d850e649679d|00000000-0000-0000-0000-000000000000||
^Полог липа "B/1" 28х90х1900 мм 5 шт. (Заказ)^|^^||1 520|0|0|0|0|a18a5ae9-8366-11e4-8508-d850e649679d|00000000-0000-0000-0000-000000000000||
^Полог липа "B/1" 26х90х2500 мм 5 шт. (П)^|^^||1 850|0|0|0|0|a18a5af0-8366-11e4-8508-d850e649679d|00000000-0000-0000-0000-000000000000||
^Полог липа "B/1" 28х90х3000 мм 5 шт. (Заказ)^|^^||2 400|0|0|0|0|a18a5af2-8366-11e4-8508-d850e649679d|00000000-0000-0000-0000-000000000000||
^Полог липа "А/0" 28х90х1200 мм 5 шт. (Заказ)^|^^||960|0|0|0|0|a18a5af4-8366-11e4-8508-d850e649679d|00000000-0000-0000-0000-000000000000||
^Полог липа "А/0" 28х90х1400 мм 5 шт. (Заказ)^|^^||1 120|0|0|0|0|a18a5af5-8366-11e4-8508-d850e649679d|00000000-0000-0000-0000-000000000000||
^Полог липа "А/0" 28х90х1600 мм 5 шт. (Заказ)^|^^||1 280|0|0|0|0|a18a5af7-8366-11e4-8508-d850e649679d|00000000-0000-0000-0000-000000000000||
^Полог липа "А/0" 28х90х1700 мм 5 шт. (Заказ)^|^^||1 360|0|0|0|0|a18a5af8-8366-11e4-8508-d850e649679d|00000000-0000-0000-0000-000000000000||
^Полог липа "А/0" 28х90х1900 мм 5 шт. (П)^|^^||1 805|0|0|0|0|a18a5afa-8366-11e4-8508-d850e649679d|00000000-0000-0000-0000-000000000000||
^Полог липа "А/0" 26х90х2500 мм 5 шт. (П)^|^^||1 950|0|0|0|0|a18a5b00-8366-11e4-8508-d850e649679d|00000000-0000-0000-0000-000000000000||
^Полог липа "А/0" 28х90х2900 мм 5 шт. (П)^|^^||2 755|0|0|0|0|a18a5b04-8366-11e4-8508-d850e649679d|00000000-0000-0000-0000-000000000000||
^Профиль мет. 60х30х3,0 мм (6) ^|^^||190|0|0|0|0|a18a5b27-8366-11e4-8508-d850e649679d|00000000-0000-0000-0000-000000000000||
^Саморез кровельный 4,8х35 мм 2004 Апельсин (ЗАКАЗ)^|^^||5|0|0|0|0|a840fb7e-8366-11e4-8508-d850e649679d|00000000-0000-0000-0000-000000000000||
^Сухая смесь М-150 Универсальная 40 кг^|^^||128|0|0|0|0|a840fbc1-8366-11e4-8508-d850e649679d|00000000-0000-0000-0000-000000000000||
^***соединит.3.05м^|^^||290|0|0|0|0|a840fbc8-8366-11e4-8508-d850e649679d|00000000-0000-0000-0000-000000000000||
^Старт.планка фасад.ПВХ FINE BER Черный 3000 мм (40) (Заказ)^|^^||250|0|0|0|0|a840fbd2-8366-11e4-8508-d850e649679d|00000000-0000-0000-0000-000000000000||
^Угол наружн.фасад.FINE BER Кирпич Жженый 470х115 мм (Заказ)^|^^||465|0|0|0|0|a840fc6a-8366-11e4-8508-d850e649679d|00000000-0000-0000-0000-000000000000||
^Угол наружн.фасад.FINE BER Скала Бежевый 471х145 мм (П)^|^^||485|0|0|0|0|a840fc71-8366-11e4-8508-d850e649679d|00000000-0000-0000-0000-000000000000||
^Планка угла наружн.50х50х2000 мм 8017 Коричневый (Заказ)^|^^||185|0|0|0|0|a840fc88-8366-11e4-8508-d850e649679d|00000000-0000-0000-0000-000000000000||
^Фасад.панель FINE BER Дикий Камень Мелован.Белый 1117х463 мм (0,44 м2) (Заказ)^|^^|||0|0|0|1|a840fc95-8366-11e4-8508-d850e649679d|00000000-0000-0000-0000-000000000000||
^Фасад.панель FINE BER Крупный Камень Песочный 1080х452 мм (0,42 м2) (Заказ)^|^^||505|0|0|0|0|a840fc9b-8366-11e4-8508-d850e649679d|00000000-0000-0000-0000-000000000000||
^Фасад.панель FINE BER Кирпич Жженый 1137х470 мм (0,46 м2) (Заказ)^|^^||535|0|0|0|1|a840fc9f-8366-11e4-8508-d850e649679d|00000000-0000-0000-0000-000000000000||
^Фасад.панель FINE BER Скала Мелован.Белый 1094х459 мм (0,43 м2) (Заказ)^|^^|||0|0|0|0|a840fca7-8366-11e4-8508-d850e649679d|00000000-0000-0000-0000-000000000000||
^окончание.^|^^||110|0|0|0|0|98d60fd5-8438-11e4-8508-d850e649679d|00000000-0000-0000-0000-000000000000||
^Планка примыкания верхн.150х150х2000 мм 6005 Зеленый (Заказ)^|^^||390|0|0|0|0|bc690b1f-85c4-11e4-8508-d850e649679d|00000000-0000-0000-0000-000000000000||
^мойка STIHL RE-108^|^^||3 685|0|0|0|0|6369eda4-f867-11e4-8518-d850e649679d|00000000-0000-0000-0000-000000000000||
^Полог осина"Э/А+"28х92х1800 мм 6 шт. (Заказ)^|^^||1 680|0|0|0|0|2575448f-f980-11e4-8518-d850e649679d|00000000-0000-0000-0000-000000000000||
^Полог осина"В"28х92х2200 мм 6 шт. (Заказ)^|^^||1 056|0|0|0|0|257544a0-f980-11e4-8518-d850e649679d|00000000-0000-0000-0000-000000000000||
^Полог осина"В"28х92х2500 мм 6 шт. (Заказ)^|^^||1 200|0|0|0|0|257544a5-f980-11e4-8518-d850e649679d|00000000-0000-0000-0000-000000000000||
^М/черепица Монтерей (0,4) 1,18(1,1)х2,95 м 3005 Вишневый (Заказ)^|^^||1 030|0|0|0|0|b0e15389-fb7f-11e4-8518-d850e649679d|00000000-0000-0000-0000-000000000000||
^М/черепица Монтерей (0,4) 1180х3850 мм 3005 Вишневый ^|^^||1 341|0|0|0|0|b0e1538e-fb7f-11e4-8518-d850e649679d|00000000-0000-0000-0000-000000000000||
^М/черепица Монтерей (0,4) 1180х4650 мм 3005 Вишневый (Заказ)^|^^||1 602|0|0|0|0|b0e15393-fb7f-11e4-8518-d850e649679d|00000000-0000-0000-0000-000000000000||
^J-планка А-П 3660 мм Кремовый (40) (Заказ)^|^^|||0|0|0|0|6fbebcc3-ff93-11e4-854e-d850e649679d|00000000-0000-0000-0000-000000000000||
^J-планка А-П 3660 мм Бежевый (40) (Заказ)^|^^|||0|0|0|0|6fbebcc8-ff93-11e4-854e-d850e649679d|00000000-0000-0000-0000-000000000000||
^Угол внутрен.А-П 3050 мм Белый (20) (П)^|^^||398|0|0|0|0|6fbebccd-ff93-11e4-854e-d850e649679d|00000000-0000-0000-0000-000000000000||
^Е/вагонка осина "В" 16х94(86)х3000 мм 10 шт. (Заказ)^|^^||1 320|0|0|0|0|c1859246-0040-11e5-854e-d850e649679d|00000000-0000-0000-0000-000000000000||
^Соедин.планка А-П 3050 мм Белый (20) (Заказ)^|^^||398|0|0|0|0|8ab1f30e-007d-11e5-854e-d850e649679d|00000000-0000-0000-0000-000000000000||
^Угол наружн.широкий А-П 3050 мм Дуб светлый (10) (Заказ)^|^^||506|0|0|0|0|77523b44-007f-11e5-854e-d850e649679d|00000000-0000-0000-0000-000000000000||
^М/черепица Монтерей (0,4) 1180х4700 мм 3005 Вишневый (Заказ)^|^^||1 555|0|0|0|0|5f02cdff-0109-11e5-854e-d850e649679d|00000000-0000-0000-0000-000000000000||
^М/черепица Монтерей (0,4) 1180х3450 мм 8017 Коричневый (Заказ)^|^^||1 100|0|0|0|0|a62f9703-029b-11e5-854e-d850e649679d|00000000-0000-0000-0000-000000000000||
^М/черепица Монтерей (0,4) 1180х3250 мм 8017 Коричневый (Заказ)^|^^||1 040|0|0|0|0|a62f9708-029b-11e5-854e-d850e649679d|00000000-0000-0000-0000-000000000000||
^М/черепица Монтерей (0,4) 1180х4500 мм 8017 Коричневый (Заказ)^|^^||1 440|0|0|0|0|a62f970d-029b-11e5-854e-d850e649679d|00000000-0000-0000-0000-000000000000||
^Металлочерепица Монтеррей PE 0,4 мм1,18х1,20 м 8017 Коричневый ^|^^||385|0|0|0|0|a62f9711-029b-11e5-854e-d850e649679d|00000000-0000-0000-0000-000000000000||
^Кран шаровый 1" HР-ВР STARK Бабочка^|^^|1|385|0|0|0|0|93d799eb-029c-11e5-854e-d850e649679d|00000000-0000-0000-0000-000000000000||
^Штакетник М-проф.126х2000 мм 2-х ст.8017/8017 Коричневый ^|^^||160|0|0|0|0|da02abc8-cc70-11e4-8565-d850e649679d|00000000-0000-0000-0000-000000000000||
^Штакетник М-проф.126х1800 мм 2-х ст.8017/8017 Коричневый ^|^^||144|0|0|0|0|da02abcd-cc70-11e4-8565-d850e649679d|00000000-0000-0000-0000-000000000000||
^лоток для крепежа 150*230*125мм^|^^||75|0|0|0|0|f659ec7b-d9e6-11e4-8565-d850e649679d|00000000-0000-0000-0000-000000000000||
^Штакетник М-проф.126х1800 мм 3005 Вишневый (Заказ)^|^^||126|0|0|0|0|62cf0473-dc1a-11e4-8565-d850e649679d|00000000-0000-0000-0000-000000000000||
^Защ-декоративный состав PINOTEX CLASSIC 1,0 л Осенний Клен (П)^|^^||484|0|0|0|0|0f5b59e3-e018-11e4-8565-d850e649679d|00000000-0000-0000-0000-000000000000||
^Планка капельника д/мягк.кров.2000 мм 8017 Коричневый (Заказ)^|^^||280|0|0|0|0|633e1778-e37c-11e4-8565-d850e649679d|00000000-0000-0000-0000-000000000000||
^Планка торцевая д/мягк.кров.2000 мм 8017 Коричневый^|^^||390|0|0|0|0|633e1782-e37c-11e4-8565-d850e649679d|00000000-0000-0000-0000-000000000000||
^Планка торцевая д/мягк.кров.2000 мм 3005 Вишневый (Заказ)^|^^||390|0|0|0|0|633e178e-e37c-11e4-8565-d850e649679d|00000000-0000-0000-0000-000000000000||
^Планка капельника д/мягк.кров.2000 мм 3005 Вишневый ^|^^|7|272|0|0|0|0|633e1792-e37c-11e4-8565-d850e649679d|00000000-0000-0000-0000-000000000000||
^Фасад.панель Т-САЙДИНГ АЛЬПИЙСКАЯ СКАЛА Кавказ 1090х455 мм (1013-9005) (Заказ)^|^^||480|0|0|0|0|ff2b577f-e43f-11e4-8565-d850e649679d|00000000-0000-0000-0000-000000000000||
^Угол фасад.Т-САЙДИНГ АЛЬПИЙСКАЯ СКАЛА Памир 450х150 мм (8016-9005) (Заказ)^|^^||460|0|0|0|0|a5e86411-e44a-11e4-8565-d850e649679d|00000000-0000-0000-0000-000000000000||
^лоток для крепежа 112*160*75мм^|^^||65|0|0|0|0|8f82536f-e5a1-11e4-8565-d850e649679d|00000000-0000-0000-0000-000000000000||
^Бархатцы ТИМИРЯЗЕВСКИЙ ПИТОМНИК Кармен 0,3 г^|^^|7|16|0|0|0|0|ffdae938-a5e0-11e4-8568-d850e649679d|00000000-0000-0000-0000-000000000000||
^Отлив метал.350х2000 мм 8017 Коричневый^|^^||495|0|0|0|0|03dd90e6-0ddf-11e5-8569-d850e649679d|00000000-0000-0000-0000-000000000000||
